ParentOrganisation.ABN,ParentOrganisation.LegalName,ABN,LegalName,ClientNotes
26149964189,Premier State Consulting Pty Ltd,51000005103,Event Hospitality and Entertainment Limited,
86090759032,Sefiani Communications Group Pty Ltd,,Everlight Radiology,
48074671462,Essential Media Communications,,Every Australian Counts,
36617864347,Primary Communication Partners,63598010203,Everymind,
37030229072,Geoff Conlon,,Evolvo srl,
65140067287,"Barton Deakin ",,Expedia,
62621984923,Brickfielder Government Engagement,,Expedia,
79109681405,Hawker Britton Group Pty Ltd,,"Expedia ",
77103564254,Meso Consulting Pty Ltd,,Export Corporation Pty Ltd,
14007098295,Starfare Image Pty Ltd,,Ezi Floor Products (VIC) Pty Ltd,
62121744043,Lobbying Australia Pty Ltd,,EzyVault Pty Ltd,
26614088881,Christmas Jalili Pty Ltd,20635014756,Fabrick Innovations Pty Ltd,
60355347758,Trustee of Kerans Family Trust,,Facebook Inc.,
70997483976,The Trustee for THE D & W CHRISTISON FAMILY TRUST,,Fairlandview Investments Pty Ltd,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,Fairview Architectural Pty Ltd,
45791838779,MMJ Consulting,,Family Drug Support,
31083755104,Seismic Asia Pacific Pty Ltd,,"FarSounder, Inc","151 Lavan Street, Warwick, RI 02888 USA"
56131702755,GRA Partners Pty Ltd,58090000276,FBR Ltd,https://www.fbr.com.au/
34613546142,Chatto Creek Advisory Pty Ltd,008 550 347,Federal Chamber Automotive Industries,www.fcai.com.au
23630677673,TG Endeavour Pty Ltd,,Federal Chamber of Automotive Industries,
63106038304,Premier Strategy Pty Ltd,,"Federation University ",
20126507211,Richardson Coutts,,Ferrier Hodgson,
92613243057,Strategic Partnership Group Pty Ltd,,Fertility Society of Australia IVF Directors Group,
47139102891,CPI Strategic Pty Ltd,,Field and Game Australia,
58154594644,Bushido International Pty Ltd,,Finance Brokers Association of Australia Limited,
17620658308,"Castlereagh Advisory ",71616453457,Fincantieri Australia,
71619450841,PremierNational Pty Ltd,71616453457,Fincantieri Australia Pty Ltd,
26149964189,Premier State Consulting Pty Ltd,71616453457,Fincantieri Australia Pty Ltd,
17620658308,"Castlereagh Advisory ",71616453457,Fincantieri Australia PTY Ltd,https://www.fincantieri.com/en/group/
20126507211,Richardson Coutts,,FIPRA,
50078482596,FIPRA Australia Pty Limited,,FIPRA Europe Brussels,
50078482596,FIPRA Australia Pty Limited,,FIPRA International UK,
48074671462,Essential Media Communications,,First Nations Foundation,
89096965794,opr Agency,,First Voice Australia,
27613857668,Next Level Strategic Services Pty Ltd,,Firstmac Limited,
89096965794,opr Agency,,Fitness First,
71619450841,PremierNational Pty Ltd,69617541278,Fivex Services Pty Limited,
26149964189,Premier State Consulting Pty Ltd,69617541278,FIVEX SERVICES PTY LIMITED,
50082123822,GRACosway Pty Ltd,,Fletcher Building (Australia) Pty Ltd,
30127240359,Repute Communications and Associates Pty Ltd,,Flourish Australia (Formerly RichmondPRA),
23969141298,John Scott Barker,39129451716,Font PR,
65002687685,Baldwin Boyle Group,,Fonterra Australia,
13099902459,Visionary  Enterprising Management Services Pty Ltd,,Foodland Promotions,
39129451716,Font Public Relations Pty Ltd,64067682044,Football Federation Tasmania Ltd,"https://footballfedtas.com.au/ "
84150667486,LOPAC Consulting Pty Limited,,FORCIT Defence,
62164001969,BDaaS Consulting Pty Ltd,,Forcite Helmet Systems Pty Ltd,
81623654839,Coode Holdings Pty Ltd,95155744120,Forrestdale Recycling,
73130740546,CMAX Communications Pty Ltd,58631587892,Fortem Australia Limited,fortemaustralia.org.au
13159060561,Megan Anwyl,,Foundation for Young Australians,
16007797793,Alkar Pty Ltd,,FoxStrategic,
79109681405,Hawker Britton Group Pty Ltd,,Free TV Australia,
80318383423,David Quilty Consulting,,Free TV Australia,
64168283234,BroadSpectrum Consultants Pty Ltd,,Free TV Australia Ltd,
62621984923,Brickfielder Government Engagement,,Fresh Produce Importers Group,
19672612619,The Trustee for Sandra Eccles Family Trust,,"Friendly Societies of Australia ",
63272133108,The Trustee for Arthur Trust,90312919698,"Friendly Societies of Australia ",
33425786517,Leonie M. Short,,Friends of the ABC,
71595434578,PRX Unit Trust,,FromHereOn,
71595434578,PRX Unit Trust,57139624150,FRONTSTREAM PTY LTD,https://frontstream.com.au/
50082123822,GRACosway Pty Ltd,,FRV Services Australia Pty Ltd,
50082123822,GRACosway Pty Ltd,,"FSS Trustee Corporation ",
49622979177,"Media and Public Affairs ",,FTTH Council,
51364113263,Cotterell Jannette Suzanne,,Fuji Xerox Australia Pty Ltd,
71105001081,Bush Consulting Services Pty Ltd,,Fujitsu,
65140067287,"Barton Deakin ",,Fujitsu Australia Ltd.,
36822920470,Du Bious Holdings Pty Ltd,,"Fundraising Institute of Australia ",
,Cultural Consulting,,Future of the Children Liberia,
26149964189,Premier State Consulting Pty Ltd,87000005318,G. H. Varley Pty Ltd,
71619450841,PremierNational Pty Ltd,87000005318,G.H. VARLEY PTY LTD,
17148998645,Diplomacy Pty Limited,,G21 - Geelong Regional Alliance,
39098650241,John O'Connor and Associates Pty Ltd,,Galintel Pty Ltd,
65140067287,"Barton Deakin ",,Gallagher Bassett,
89096965794,opr Agency,,Garvan Research Foundation,
27613857668,Next Level Strategic Services Pty Ltd,,Gas Energy Australia,
58076830530,Australian Project Developments Pty. Ltd.,,G'Day Rail,
26726483358,Ascend Strategic Counsel Pty Ltd,49115301838,GDI Holdings Pty Ltd,"Peter Cho
Director and CEO
0409508123"
41843147963,Aviops Pty Ltd acting as trustee for the McCormack Family Trust,,General Electric Aviation,
40079616050,Porter Novelli Australia Pty Ltd,,General Mills Australia,
51364113263,Cotterell Jannette Suzanne,,Generic and Biosimilar Medicines Association,
58154594644,Bushido International Pty Ltd,,Genesis Group Inc,
58154594644,Bushido International Pty Ltd,,Genesis Group Inc,
89096965794,opr Agency,,GenesisCare,
16007797793,Alkar Pty Ltd,,GenesisCare,
86231566780,The Trustee for Bespoke Business Trust,,GenesisCare Pty Ltd,
71619450841,PremierNational Pty Ltd,18152098854,Genex Power Ltd,
26149964189,Premier State Consulting Pty Ltd,18152098854,Genex Power Ltd,
31095619686,Emerald Corporate Group Pty Ltd,,Genome.One Pty Ltd,
77076836792,Clifton Consulting Services Pty Ltd,,"GEO Group Australia Pty Ltd ",
72963316425,A D Evers-Buckland,,Geoff RM Howard,
99153936719,"Cornerstone Group Australia Pty Ltd ",,"George Concord Pty Ltd ",
99153936719,"Cornerstone Group Australia Pty Ltd ",,"George Concord Pty Ltd ",
56131702755,GRA Partners Pty Ltd,52425663385,Geraldton Fishermens Cooperative,
41317956923,GIMC Consulting,81103815809,Get Real Media,
65003644657,Michael Johnson Associates Pty Limited,50007519646,GFG Alliance,
50082123822,GRACosway Pty Ltd,,Gilead Sciences,
18169904232,Collective Position Group Pty Ltd,,Gippsland Local Government Network,
32105250413,The Strategic Counsel,,Glaukos Corporation,
26149964189,Premier State Consulting Pty Ltd,48163821298,Glencore Coal (NSW) Pty Ltd,
71619450841,PremierNational Pty Ltd,48163821298,Glencore Coal Assets Australia Pty Ltd,
76615655699,Nexus APAC Pty Ltd,37160626102,Glencore Holdings Australia,
86610548171,Defence Advisory Services Australasia Pty Ltd,,Global Defence Industries Pty Ltd,
76615655699,Nexus APAC Pty Ltd,,Global Silicones Council,
45079232116,Australian Spectrum Consultants Pty Ltd,,Globalstar Inc,
26149964189,Premier State Consulting Pty Ltd,64608004299,Globe Capital Administration Pty Ltd,
71619450841,PremierNational Pty Ltd,64608004299,Globe Capital Administration Pty Ltd,
13100392827,Wurley Group Pty Ltd,,Globus Medical Australia Pty Ltd,
20126507211,Richardson Coutts,,Goals A and N,
40344935470,John C Blackwell,,Gogo Inc,
37108802366,Purple Communications Australia Pty Ltd,,Gold Road Resources Limited,
31626366452,Puzzle Consulting Pty Ltd,,Goldfields Indigenous Housing Organisation Inc.,
31626366452,Puzzle Consulting Pty Ltd,,Goldfields Indigenous Housing Organisation Inc.,
31626366452,Puzzle Consulting Pty Ltd,,Goldfields Rehabilitation Service Inc,
21131482230,Sanlaan Pty Ltd,,Goldwind Australia Pty Ltd,
81634747363,GC Advisory Pty Ltd,93141269016,GOOD TO GREAT SCHOOLS AUSTRALIA,
20126507211,Richardson Coutts,,Goodman,
38162366056,Newgate Communications Pty Limited,,Google Australia,
23630677673,TG Endeavour Pty Ltd,,"Google Australia ",
76615655699,Nexus APAC Pty Ltd,33102417032,Google Australia Pty Ltd,
79928896133,The Trustee for the Cobalt Family Trust,,Goshawk Energy,
79928896133,The Trustee for the Cobalt Family Trust,,Goshawk Energy,
48164583519,Quinntessential Pty Ltd,82618093762,"GOTCHA 4 LIFE Foundation ",https://www.gotcha4life.org/
62621984923,Brickfielder Government Engagement,,Government of Timor-Leste,
25069333400,TAYLOR STREET ADVISORY PTY LTD,27107426504,GPT RE Limited,
93156511607,C2hills Investments Pty Limited,,Grainlink (NSW) Pty Ltd,
71619450841,PremierNational Pty Ltd,,Great Place to Work,
63106038304,Premier Strategy Pty Ltd,,Great South Coast Councils,
94064357544,CPR Communications & Public Relations Pty Ltd,,Greater Shepparton City Council,
99153936719,"Cornerstone Group Australia Pty Ltd ",,"Greenacre Business Park Pty Ltd ",
91631938317,Wells OCallaghan Watterson Pty Ltd,,Greenbox,
99153936719,"Cornerstone Group Australia Pty Ltd ",,"Greenex Environmental Pty Limited ",
71595434578,PRX Unit Trust,74129431170,"Greenridge Properties Pty Ltd  ",https://www.brownpropertygroup.com.au
93156511607,C2hills Investments Pty Limited,,Griffith City Council,
90116598924,Statecraft,,Grifols,
47166122434,Profile Consulting (Aust) Pty Ltd,,Grocon Pty Ltd,
62613694189,Woodhill Communication Pty Ltd,83398391246,Group of 100 inc,Business Association for Chief Financial Officers and senior financial executives
47166122434,Profile Consulting (Aust) Pty Ltd,,Group of 100 Incorporated,
47166122434,Profile Consulting (Aust) Pty Ltd,,Group of 100 Incorporated,
55073965616,The Write Connection Pty Ltd,,Group of Eight Universities,
56131702755,GRA Partners Pty Ltd,,"Growth Areas Perth and Peel ","Group of councils, no ABN required "
65140067287,"Barton Deakin ",44610953878,"Grunbiotics ",http://www.grunbiotics.com/
22117516090,Andrew Mihno,21603121740,GSW Property Holding Pty Ltd,Organisation that designs and builds commercially viable real estate projects that focus on creating high quality space and prioritises public interests as well as community benefits.
62164001969,BDaaS Consulting Pty Ltd,,Gulanga Group Pty Ltd,
62164001969,BDaaS Consulting Pty Ltd,,Gulanga Group Pty Ltd,
17165851856,Willard Public Affairs Pty Limited,,Gumtree AU Pty Ltd (an ebay company),
29145634224,Jo Scard Pty Ltd,,"Gundaroo Music Festival 36 229 476 464 ",
37030229072,Geoff Conlon,,H & D srl,
39098650241,John O'Connor and Associates Pty Ltd,,H J Heinz Australia Limited,
76615655699,Nexus APAC Pty Ltd,89064268800,H&R Block,
95164204111,Etched Communications,,"Hager Electro ",
86090759032,Sefiani Communications Group Pty Ltd,,"Halifax Vogel Group ",
56131702755,GRA Partners Pty Ltd,5706395979,Hall and Prior Aged Care Organisation,
32105250413,The Strategic Counsel,,Hall and Prior Health and Aged Care Group,
50082123822,GRACosway Pty Ltd,,Halliburton Energy Services,
90158415920,Staindl Strategic Pty Ltd,,Hanson Construction Materials,
86610548171,Defence Advisory Services Australasia Pty Ltd,76630335616,"Hanwha Defense Australia Pty Ltd ",
65140067287,"Barton Deakin ",,Harness Racing Australia Inc,
49622979177,"Media and Public Affairs ",,Harvey Norman,
37108802366,Purple Communications Australia Pty Ltd,,Harvis Captial Pty Ltd,https://www.harvis.com.au/
59094134111,Zennex Pty Ltd,,Haus Holdings,
29145634224,Jo Scard Pty Ltd,,Havelock Housing Association 47 119 833 407,
71595434578,PRX Unit Trust,44009157439,HAWTHORN RESOURCES LIMITED,http://www.hawthornresources.com/
63106038304,Premier Strategy Pty Ltd,,Hazeldenes,
27630291348,"Haztech Environmental ",27630291348,Haztech Environmental,
94064357544,CPR Communications & Public Relations Pty Ltd,,headspace National Youth Mental Health Foundation Ltd,
47166122434,Profile Consulting (Aust) Pty Ltd,,"Health-e Workforce Solutions ",
87145965466,Sling & Stone,,HealthEngine,
91167042408,Royce Communications Pty Ltd,,Healthy Australia,
32105250413,The Strategic Counsel,,Hearing Care Industry Association,
14625954912,Kurrajong Strategic Counsel,,Heart of Australia,
65140067287,"Barton Deakin ",,Heathgate Resources Pty Ltd,
71619450841,PremierNational Pty Ltd,29105332652,Hemmes Trading Pty Ltd,
26149964189,Premier State Consulting Pty Ltd,29105332652,Hemmes Trading Pty Ltd,
14613519770,KIG Energy Pty Ltd,,HengTon Group,
29145634224,Jo Scard Pty Ltd,,"Hepatitis Australia ABN 38 442 686 487 ",
35631919009,Counsel House Pty Ltd,,Her Heart Ltd,
20126507211,Richardson Coutts,,Hexagon Safety and Infrastructure,
50082123822,GRACosway Pty Ltd,,"Hexion Australia Pty Ltd ",
81634747363,GC Advisory Pty Ltd,,Hickinbotham Group,
74085739046,Fowlstone Communications,26620488691,Hivve Technology Pty Ltd,
47166122434,Profile Consulting (Aust) Pty Ltd,,Hobart International Airport,
73130740546,CMAX Communications Pty Ltd,,Hologic,
26614088881,Christmas Jalili Pty Ltd,,Holon,
26614088881,Christmas Jalili Pty Ltd,92629590585,Holon Global Asset Management Pty Ltd,
35441514971,The Trustee for Jackman Family Trust,,Home for Homes,
65140067287,"Barton Deakin ",,Honeywell Holdings Pty Ltd,
41317956923,GIMC Consulting,101339593,Hot Tomato Pty Ltd,
97009584105,Bartholomew Quinn and Associates,,Houston's Farm,
87619891191,COHN & WOLFE AUSTRALIA PTY LTD,,Huawei,
87145965466,Sling & Stone,33169157911,HUBSPOT AUSTRALIA PTY LTD,https://www.hubspot.com
51069838222,The Fifth Estate Consultancy Pty Ltd,90070017784,Hume Coal Pty Limited,
20098705403,Australian Public Affairs Limited Partnership,,Hunter Imaging Group,
76139847055,Lyndon George Pty Ltd,,Hunter Thoroughbred Breeders Association,
30127240359,Repute Communications and Associates Pty Ltd,,"Hunter Valley Coal Chain Coordinator   ",
85499693667,The Humphrey Company Pty Limited,,Huntington Ingalls Industries,
50082123822,GRACosway Pty Ltd,39614439664,Huntington Ingalls Industries Australia Pty Ltd,https://australia.huntingtoningalls.com/
65140067287,"Barton Deakin ",27126649947,Hutchison Ports Australia Pty Ltd,
49622979177,"Media and Public Affairs ",,Huxxer Corporation,
40079616050,Porter Novelli Australia Pty Ltd,,HVP Plantations,
51364113263,Cotterell Jannette Suzanne,,HWL Ebsworth Lawyers,
33136520548,SAS Consulting Group Pty Ltd,17621679356,HYDROSTOR AUSTRALIA PTY LTD,
65140067287,"Barton Deakin ",,HydroSun Capital Pty Ltd,
78071667797,"SIlk Road Commercial Pty Ltd ",46146267790,"Hydrosun Holdings Pty Ltd ","www.hydrosun.com.au
Australian Inventor of FLOATING SOLAR seeking Government support to commercialise the technology in regional Australia and the Pacific "
58076830530,Australian Project Developments Pty. Ltd.,,HydroSun Ltd,
87145965466,Sling & Stone,83169380054,HYPETAP PTY LTD,https://www.hypetap.com/
62164001969,BDaaS Consulting Pty Ltd,,ID Exchange Pty Ltd,
62164001969,BDaaS Consulting Pty Ltd,,ID Exchange Pty Ltd,
50082123822,GRACosway Pty Ltd,,Idemitsu Australia Resources Pty Ltd,
50082123822,GRACosway Pty Ltd,,IDP Education Pty Ltd,
71619450841,PremierNational Pty Ltd,79101258182,IES Stormwater Pty Ltd,
23630677673,TG Endeavour Pty Ltd,,iFarm,
65140067287,"Barton Deakin ",95613985943,iFlight Technology Company Ltd,
86231566780,The Trustee for Bespoke Business Trust,,IFM Investors,
23630677673,TG Endeavour Pty Ltd,,IFM Investors Pty Ltd,
13099902459,Visionary  Enterprising Management Services Pty Ltd,,IGA (Metcash Trading Limited),
89096965794,opr Agency,,Ikea,
20098705403,Australian Public Affairs Limited Partnership,,Illawarra Radiology Group,
50082123822,GRACosway Pty Ltd,,illion Australia,
86231566780,The Trustee for Bespoke Business Trust,,Illumina,
23630677673,TG Endeavour Pty Ltd,,Iluka Resources Limited,
65140067287,"Barton Deakin ",,Imagine Exhibitions,
71619450841,PremierNational Pty Ltd,45067298088,IMF Bentham,
26149964189,Premier State Consulting Pty Ltd,45067298088,IMF Bentham,
96727742003,O'Reilly Consulting,,Impress Media,
23630677673,TG Endeavour Pty Ltd,,Inchcape Australia,
20018352673,The Hon. Robert Charles Baldwin,,InConnect,
20098705403,Australian Public Affairs Limited Partnership,,Independent Brewers Association,
30127240359,Repute Communications and Associates Pty Ltd,,"Independent Paramedic Alliance (IPA) ",
79109681405,Hawker Britton Group Pty Ltd,,Independent Schools Victoria,
89096965794,opr Agency,,Indivior,
73130740546,CMAX Communications Pty Ltd,,Indra Australia,
26670042472,Paris Dounoukos,23135154406,Infant Nutrition Council,
64964952044,Govstrat Pty Ltd,,Infigen,
21131482230,Sanlaan Pty Ltd,,Infigen Energy Limited,
29145634224,Jo Scard Pty Ltd,,Information on Disability Education Awareness Services Incorporated 73 877 964 532,
24166898488,Bossy Group Pty Ltd,,Infosys,
20098705403,Australian Public Affairs Limited Partnership,,Infosys Technologies Limited,
92603411650,Spring Street Advisory,,Infoxchange,
45631309923,Eloquium Group Pty Ltd,74457506140,InfoXChange,
30432308596,"Preferment Associates ",,Ingham Group Limited,
97009584105,Bartholomew Quinn and Associates,,Inghams,
45079232116,Australian Spectrum Consultants Pty Ltd,,Inmarsat,
25008547877,Bramex Pty Ltd,,Inmarsat,
11798005465,Horton Consulting,,Inmarsat Corporation,
30624548429,Health Communincations Australia Pty Limited,,iNova Pharmaceuticals Pty Limited,Inova Pharmaceuticals is no longer HCA client
35631919009,Counsel House Pty Ltd,48150217262,Inpex Operations Australia Pty Ltd,
76615655699,Nexus APAC Pty Ltd,47609028015,Insight Strategy Pty Ltd,
62164001969,BDaaS Consulting Pty Ltd,,Insitec Pty Ltd,
13100392827,Wurley Group Pty Ltd,,Inspire Medical Systems,The client is domiciled in the USA
63103178258,Res Publica Pty Ltd,,Inspired Education Pty Ltd,
77076174126,Probity International Pty. Ltd,,Intech Strategies,
26614088881,Christmas Jalili Pty Ltd,59001798214,Intel Australia Pty Ltd,https://www.intel.com.au/content/www/au/en/homepage.html
11798005465,Horton Consulting,,Intelsat Corporation,
89096965794,opr Agency,,Interactive Games and Entertainment Association,
35631919009,Counsel House Pty Ltd,,InterCareTraining (Integrated Training Solutions (Aust) Pty Ltd),
59344821734,Ranicar and Nicholls Consulting,,Intercorp Pty Limited,
55073965616,The Write Connection Pty Ltd,,InterGen (Australia),
20126507211,Richardson Coutts,,Intergraph,
76615655699,Nexus APAC Pty Ltd,,International Justice Mission,
37108802366,Purple Communications Australia Pty Ltd,,International School of Western Australia,
91631938317,Wells OCallaghan Watterson Pty Ltd,32053705712,InterSystems,https://www.intersystems.com/
23630677673,TG Endeavour Pty Ltd,,IOOF Holdings Limited,
89096965794,opr Agency,,Ipsen,
64705249956,TJ Health Comms,47095036909,Ipsen Pty Ltd,https://www.ipsen.com/aus/
99003613134,Covance Pty Ltd (Covance Market Access Services division),47095036909,Ipsen Pty Ltd,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,85107338901,IPSTAR Australia Pty Ltd,
60355347758,Trustee of Kerans Family Trust,,Iridium Satellite LLC,
23630677673,TG Endeavour Pty Ltd,,iSelect,
81623654839,Coode Holdings Pty Ltd,,ISPT Pty Ltd,
66099386786,Bluegrass Consulting,66169130054,iTIC Services AU Pty Ltd,"Start-up company in fin tech sector "
27613857668,Next Level Strategic Services Pty Ltd,,ITV,
50082123822,GRACosway Pty Ltd,51600546512,Ixom Operations Pty Ltd,https://www.ixom.com/home
56131702755,GRA Partners Pty Ltd,48613671819,"Jadestone Energy (Australia) Pty Ltd ",
63272133108,The Trustee for Arthur Trust,64131962439,James Fisher Australia Pty Ltd,
52159456685,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS PTY. LTD.,,James Hardie lndustries plc,
89096965794,opr Agency,81557114620,Janssen,
11608882971,Lucid Health Consulting,,Janssen Cilag,
32105250413,The Strategic Counsel,,JanssenCilag Pty Ltd,
24613884763,Strategic Political Counsel Pty Ltd,,JAR Aerospace,
24613884763,Strategic Political Counsel Pty Ltd,,JAR Aerospace,
80617178453,Scott Mitchell and Partners Pty Ltd,,JBS Australia Pty Ltd,
72688652639,John Fetter Group Pty Ltd,,JCAP  Jewish Cultural and Arts Precinct,
45517839200,McGuinness Media,64131962439,JFD Australia,64131962439
39099239175,CHAP AirTech Pty Ltd,,JM Security Management Pty Ltd,
71595434578,PRX Unit Trust,86620466248,JOHNS LYNG GROUP LIMITED,http://johnslyng.com.au/
89096965794,opr Agency,,Johnson and Johnson Medical,
29145634224,Jo Scard Pty Ltd,,Junction Australia ABN 50 167 313 153,
50082123822,GRACosway Pty Ltd,,Junior Adventures Group Pty Ltd,
40105759279,CRAKYL Pty Ltd,,Just Excellence Investments Pty Ltd,
65140067287,"Barton Deakin ",,JWDT,
79109681405,Hawker Britton Group Pty Ltd,,JWDT Land,
50078482596,FIPRA Australia Pty Limited,,KaComm Communications Pty Limited,
81623654839,Coode Holdings Pty Ltd,,Kardinya Park Shopping Centre,
81634747363,GC Advisory Pty Ltd,90155706086,Katsaros and Associates,
92715851492,Chikarovski & Associates Pty Ltd,88157779774,Kaunitz Yeung Architecture,
24613884763,Strategic Political Counsel Pty Ltd,,Kedron Wavell Sub Branch RSL Inc,
63272133108,The Trustee for Arthur Trust,91007660317,Kellogg Brown & Root Pty Ltd,
92715851492,Chikarovski & Associates Pty Ltd,21610882436,Kembla Corp Pty Ltd,
79109681405,Hawker Britton Group Pty Ltd,,"Kentucky Fried Chicken Pty Limited ",
65140067287,"Barton Deakin ",,Kentucky Fried Chicken Pty Ltd,
50082123822,GRACosway Pty Ltd,,KEPCO Bylong Australia Pty Ltd,
92603411650,Spring Street Advisory,,Keppel Prince Engineering,
37108802366,Purple Communications Australia Pty Ltd,,Kidman Resources Limited,
85131323352,BTelecom Pty Ltd,,KIG Energy Pty Ltd,
96004928652,CMGRP Pty Ltd,,Kimberly Clark Australia,
96004928652,CMGRP Pty Ltd,,Kimberly Clark Australia,
77103564254,Meso Consulting Pty Ltd,,KimberlyClark Australia,
51364113263,Cotterell Jannette Suzanne,,"Kimberly-Clark Australia Pty Ltd ",
77103564254,Meso Consulting Pty Ltd,,KimberlyClark Corporation,
77103564254,Meso Consulting Pty Ltd,,KimberlyClark Professional Asia Pacific,
86231566780,The Trustee for Bespoke Business Trust,,KKR,
31083755104,Seismic Asia Pacific Pty Ltd,,"Klein Marine Systems, Inc","11 Klein Drive, Salem, NH 03079 USA"
71595434578,PRX Unit Trust,73004700485,KMART AUSTRALIA LIMITED,https://www.kmart.com.au
29145634224,Jo Scard Pty Ltd,,"knowmore ABN 67 757 001 303 ",
47166122434,Profile Consulting (Aust) Pty Ltd,,"Knox Medical ",
31083755104,Seismic Asia Pacific Pty Ltd,,Knudsen Engineering Limited,"10 Industrial Road, Perth, ON K7H 3P2 Canada "
14007098295,Starfare Image Pty Ltd,,Kobayashi Healthcare Australia Pty Ltd,
84150667486,LOPAC Consulting Pty Limited,,Kongsberg Defence Systems,
84150667486,LOPAC Consulting Pty Limited,,Kongsberg Maritime,
50082123822,GRACosway Pty Ltd,,Kongsberg Protech Systems Australia Pty Ltd,
70737580108,Daymark Public Relations Pty Ltd,,Kooyong Underground,"https://www.facebook.com/betteroptionsthanskyrail 

This group has been established to ensure that the Kooyong Rd, Toorak (Victoria) level crossing is placed underground, not a 'skyrail' solution. We are helping them meet with reps of the Commonwealth and State govts to press their case. "
90116598924,Statecraft,,KordaMentha Pty Ltd,
30127240359,Repute Communications and Associates Pty Ltd,,Korea PI Club,
60093621455,SPIER CONSULTING P/L,,KOUNDOURIS GROUP,
24165141426,Craig Emerson Economics Pty Ltd,,KPMG,
95164204111,Etched Communications,,Kumul Petroleum Holdings Limited,
58076830530,Australian Project Developments Pty. Ltd.,,Kunnunura Shire Council,
32609795476,Rainman Investments P/L ATF Bruce & Jennifer Harwood Discretionary Trust,47059108922,Kurul Property Group Pty Ltd,
53620281361,MIBD Strategy Pty Ltd,,KURZ Australia,
91631938317,Wells OCallaghan Watterson Pty Ltd,13619136748,L.E.K. Consulting,https://www.lek.com/
40003842126,Jenkins Engineering defence Systems Pty Ltd,,L3 Harris Technologies Inc,
23630677673,TG Endeavour Pty Ltd,,"La Trobe University ",
50082123822,GRACosway Pty Ltd,,Laing O'Rourke Australia Construction Pty Ltd,
65140067287,"Barton Deakin ",,Lake Macquarie City Council,
86090759032,Sefiani Communications Group Pty Ltd,,Landbridge Infrastructure Australia,
86090759032,Sefiani Communications Group Pty Ltd,,Landbridge Infrastructure Group Australia,
80617178453,Scott Mitchell and Partners Pty Ltd,,Landmark,
86231566780,The Trustee for Bespoke Business Trust,73008743217,Landmark Operations Limited,
40079616050,Porter Novelli Australia Pty Ltd,,Landmark White Limited,
36617864347,Primary Communication Partners,31131555612,Large Format Retail Association Limited,
90158415920,Staindl Strategic Pty Ltd,,Latrobe Fertilisers,
90158415920,Staindl Strategic Pty Ltd,,Latrobe Fertilisers,
86231566780,The Trustee for Bespoke Business Trust,33603224728,LAUREATE EDUCATION SERVICES AUSTRALIA PTY LTD,
20126507211,Richardson Coutts,,Law In Order,
51364113263,Cotterell Jannette Suzanne,,Leading Age Services Australia Ltd,
85581677925,LK Creative as trustee for LK Trust,,LeadWest,
98997265041,John Cook,,Learning and Life Centre,
69284760614,Iain Evans as Trustee for the Iain Evans Consulting Trust,31107531822,"Leigh Creek Energy Ltd ",
25069333400,TAYLOR STREET ADVISORY PTY LTD,33000311277,Lendlease Development Pty Ltd,
79109681405,Hawker Britton Group Pty Ltd,,Lendlease Group Services Pty Limited,
65140067287,"Barton Deakin ",,Lendlease Group Services Pty Limited,
82567593669,Brook Street Consulting,,Lendlease Group Services Pty Ltd,
23630677673,TG Endeavour Pty Ltd,,Lendlease Pty Ltd,
76619209915,Dragoman Pty Ltd,,Lendlease PTY LTD,
51364113263,Cotterell Jannette Suzanne,,LEO Pharma Pty Ltd,
51364113263,Cotterell Jannette Suzanne,,Leukaemia Foundation,
86231566780,The Trustee for Bespoke Business Trust,,Liberty House Group,
49090692014,Discourse Consulting Pty Ltd,,Life withour Barriers,
65140067287,"Barton Deakin ",,Life Without Barriers,
62613694189,Woodhill Communication Pty Ltd,84081031263,Lifeline Australia Limited,Not for profit organisation working to prevent suicide
64964952044,Govstrat Pty Ltd,,Lime Bikes,
59651725642,Lindsay Tanner,,Lindsay Tanner,AgBioEn Pty Ltd
92613243057,Strategic Partnership Group Pty Ltd,,Linfox Australia Limited,
63103178258,Res Publica Pty Ltd,,"Lion ",
65140067287,"Barton Deakin ",,Literacy for Life Foundation Limited,
37108802366,Purple Communications Australia Pty Ltd,,Lithium Australia,
91338850428,M.J STEVENS & P WONG,36169895041,LITTLE BLUE DINOSAUR FOUNDATION LIMITED,www.littlebluedinosaur.org
56131702755,GRA Partners Pty Ltd,44615586215,"Little Green Pharma ",
33136520548,SAS Consulting Group Pty Ltd,,Lives Lived Well,
48074671462,Essential Media Communications,,Lock the Gate Alliance,
80617178453,Scott Mitchell and Partners Pty Ltd,,Long Term Asset Partners,
71595434578,PRX Unit Trust,58748087368,LOOILLA TRUST,https://creditorwatch.com.au/express/asic/organisation/060828364/TYNONG-PASTORAL-CO-PTY-LTD
50082123822,GRACosway Pty Ltd,,L'Oreal Australia Pty Ltd,
,Cultural Consulting,,Loretta Cuda,
81623654839,Coode Holdings Pty Ltd,,Lot 152 Pty Ltd,
65140067287,"Barton Deakin ",,Lottoland (Australia) Pty Ltd,
